Epoch	Train	Validation
epoch: 1, step: 33, time: 32.0, train: 24.005, valid: 18.114, train_acc: 0.063, valid_acc: 0.105
epoch: 2, step: 66, time: 28.5, train: 19.064, valid: 17.217, train_acc: 0.089, valid_acc: 0.114
epoch: 3, step: 100, time: 34.0, train: 17.957, valid: 16.495, train_acc: 0.101, valid_acc: 0.137
epoch: 4, step: 134, time: 31.8, train: 16.885, valid: 15.449, train_acc: 0.118, valid_acc: 0.148
epoch: 5, step: 170, time: 34.2, train: 16.083, valid: 14.811, train_acc: 0.131, valid_acc: 0.159
epoch: 6, step: 206, time: 31.6, train: 15.389, valid: 14.084, train_acc: 0.146, valid_acc: 0.177
epoch: 7, step: 239, time: 30.6, train: 14.528, valid: 13.382, train_acc: 0.166, valid_acc: 0.194
epoch: 8, step: 272, time: 28.2, train: 13.723, valid: 12.842, train_acc: 0.186, valid_acc: 0.208
epoch: 9, step: 308, time: 32.0, train: 13.148, valid: 12.321, train_acc: 0.203, valid_acc: 0.220
epoch: 10, step: 344, time: 29.4, train: 12.512, valid: 12.035, train_acc: 0.216, valid_acc: 0.218
epoch: 11, step: 379, time: 32.0, train: 12.174, valid: 11.495, train_acc: 0.222, valid_acc: 0.243
epoch: 12, step: 414, time: 30.1, train: 11.725, valid: 11.139, train_acc: 0.236, valid_acc: 0.251
epoch: 13, step: 448, time: 32.8, train: 11.313, valid: 10.722, train_acc: 0.248, valid_acc: 0.262
epoch: 14, step: 482, time: 29.8, train: 10.965, valid: 10.577, train_acc: 0.257, valid_acc: 0.265
epoch: 15, step: 519, time: 35.4, train: 10.719, valid: 10.600, train_acc: 0.264, valid_acc: 0.272
epoch: 16, step: 556, time: 33.3, train: 10.487, valid: 10.233, train_acc: 0.272, valid_acc: 0.280
epoch: 17, step: 592, time: 36.6, train: 10.458, valid: 9.923, train_acc: 0.272, valid_acc: 0.289
epoch: 18, step: 628, time: 33.6, train: 10.107, valid: 10.163, train_acc: 0.283, valid_acc: 0.284
epoch: 19, step: 661, time: 30.6, train: 10.075, valid: 9.609, train_acc: 0.283, valid_acc: 0.296
epoch: 20, step: 694, time: 28.6, train: 9.813, valid: 9.352, train_acc: 0.293, valid_acc: 0.304
epoch: 21, step: 729, time: 31.9, train: 9.803, valid: 9.542, train_acc: 0.294, valid_acc: 0.304
epoch: 22, step: 764, time: 30.0, train: 9.616, valid: 9.297, train_acc: 0.298, valid_acc: 0.305
epoch: 23, step: 798, time: 32.8, train: 9.351, valid: 9.320, train_acc: 0.308, valid_acc: 0.309
epoch: 24, step: 832, time: 29.7, train: 9.249, valid: 9.079, train_acc: 0.312, valid_acc: 0.315
epoch: 25, step: 869, time: 33.8, train: 9.281, valid: 9.039, train_acc: 0.310, valid_acc: 0.314
epoch: 26, step: 906, time: 30.7, train: 9.097, valid: 8.754, train_acc: 0.316, valid_acc: 0.322
epoch: 27, step: 942, time: 34.3, train: 9.134, valid: 9.080, train_acc: 0.316, valid_acc: 0.311
epoch: 28, step: 978, time: 32.0, train: 8.879, valid: 8.648, train_acc: 0.324, valid_acc: 0.329
epoch: 29, step: 1014, time: 32.3, train: 8.741, valid: 8.420, train_acc: 0.329, valid_acc: 0.337
epoch: 30, step: 1050, time: 30.5, train: 8.490, valid: 8.312, train_acc: 0.337, valid_acc: 0.344
epoch: 31, step: 1084, time: 32.7, train: 8.627, valid: 8.484, train_acc: 0.332, valid_acc: 0.338
epoch: 32, step: 1118, time: 30.2, train: 8.359, valid: 8.368, train_acc: 0.343, valid_acc: 0.345
epoch: 33, step: 1156, time: 35.3, train: 8.779, valid: 8.343, train_acc: 0.331, valid_acc: 0.345
epoch: 34, step: 1194, time: 32.4, train: 8.593, valid: 8.396, train_acc: 0.337, valid_acc: 0.344
epoch: 35, step: 1226, time: 31.9, train: 8.329, valid: 8.034, train_acc: 0.344, valid_acc: 0.353
epoch: 36, step: 1258, time: 29.7, train: 8.041, valid: 8.018, train_acc: 0.354, valid_acc: 0.350
epoch: 37, step: 1295, time: 35.1, train: 8.088, valid: 8.024, train_acc: 0.353, valid_acc: 0.351
epoch: 38, step: 1332, time: 32.1, train: 7.918, valid: 7.962, train_acc: 0.360, valid_acc: 0.357
